TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
2987774,0.0,70691.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,215.0,368.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
2987790,0.0,71280.0,,,0.0,0.0,,,,,100.0,NotFound,,-600.0,New,NotFound,166.0,,529.0,216.0,,,,,,,,New,NotFound,Mac OS X 10.9,firefox 56.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,rv:56.0
2987839,-30.0,181233.0,0.0,0.0,5.0,-10.0,,,0.0,0.0,100.0,NotFound,39.0,480.0,Found,Found,166.0,13.0,410.0,107.0,,,,,,,,Found,Found,,chrome 55.0,,,,F,T,T,T,desktop,Windows
2987893,0.0,164064.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,607.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
2987957,0.0,105718.0,,,0.0,0.0,,,,,100.0,NotFound,,-360.0,New,NotFound,225.0,,271.0,507.0,,,,,,,,New,NotFound,,firefox,,,,F,T,T,T,desktop,rv:38.0
2988033,-10.0,193199.0,,,0.0,-11.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,380.0,561.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2988192,0.0,188728.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-E500M Build/KTU84P
2988370,0.0,22207.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,15.0,390.0,549.0,,,,,,,,Found,Found,Mac OS X 10_12_6,chrome 61.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,MacOS
2988451,-5.0,40828.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,215.0,214.0,,,,,,,,New,NotFound,Windows 7,chrome 62.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
2988567,-5.0,2020.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,454.0,214.0,,,,,,,,New,NotFound,Windows 8.1,chrome 62.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
2988746,-5.0,27969.0,0.0,0.0,9.0,-33.0,,,6.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,13.0,410.0,161.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1024x768,match_status:2,T,F,T,F,desktop,Windows
2988749,-15.0,108803.0,0.0,0.0,,,4.0,-44.0,0.0,0.0,100.0,NotFound,52.0,,Found,Found,,,,,369.0,21.0,IP_PROXY:ANONYMOUS,,205.0,191.0,Found,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2988824,-10.0,193600.0,,,1.0,0.0,,,,,100.0,NotFound,63.0,-300.0,New,NotFound,166.0,,410.0,278.0,,,,,,,,New,NotFound,Windows Vista,ie,24.0,1366x768,match_status:2,T,F,F,T,desktop,Windows
2989067,0.0,74349.0,0.0,0.0,23.0,-8.0,,,1.0,-6.0,100.0,NotFound,,-360.0,Found,Found,166.0,13.0,410.0,214.0,,,,,,,,Found,Found,Windows 10,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,T,T,T,desktop,Trident/7.0
2989095,-5.0,53277.0,,,0.0,0.0,,,0.0,0.0,96.94000244140624,NotFound,52.0,-300.0,New,NotFound,166.0,,193.0,368.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
2989151,0.0,96636.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,100.0,549.0,,,,,,,,New,NotFound,Mac OS X 10_13_1,safari generic,24.0,4096x2304,match_status:2,T,F,T,T,desktop,MacOS
2989294,0.0,25973.0,,,5.0,-48.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,15.0,410.0,391.0,,,,,,,,New,NotFound,,chrome,,,,F,T,T,T,desktop,
2989376,0.0,279459.0,,,-2.0,-100.0,,,,,100.0,NotFound,,,New,NotFound,225.0,13.0,266.0,507.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,Moto G Play Build/MPIS24.241-15.3-26
2989379,-5.0,97304.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,410.0,337.0,,,,,,,,New,NotFound,Windows 7,chrome 62.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
2989386,0.0,71337.0,6.0,0.0,1.0,0.0,,,6.0,0.0,100.0,NotFound,,-360.0,Found,Found,166.0,,410.0,333.0,,,,,,,,Found,Found,Windows 10,ie 11.0 for desktop,24.0,1280x1024,match_status:2,T,T,T,T,desktop,Trident/7.0
2989804,-15.0,17313.0,0.0,0.0,,,5.0,-18.0,0.0,-1.0,100.0,NotFound,52.0,-300.0,Found,Found,,,,,848.0,14.0,IP_PROXY:ANONYMOUS,15.0,132.0,184.0,Found,Found,Found,Windows 7,chrome 62.0,24.0,1280x1024,,T,F,T,T,desktop,Windows
2989904,-20.0,147608.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2989971,-5.0,47457.0,0.0,0.0,0.0,-5.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,397.0,500.0,,,,,,,,Found,Found,Windows 10,edge 15.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
2989981,-5.0,249910.0,3.0,0.0,4.0,0.0,,,3.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,312.0,161.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
2990113,-5.0,110077.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,352.0,222.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
2990339,-5.0,39093.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,100.0,501.0,,,,,,,,Found,Found,Windows 10,edge 15.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
2990421,-5.0,129888.0,0.0,0.0,0.0,-1.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,13.0,341.0,222.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
2990446,-5.0,41746.0,,,6.0,-29.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,15.0,122.0,597.0,,,,,,,,New,NotFound,iOS 10.3.1,mobile safari 10.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
2990480,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990482,-5.0,216675.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,595.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2990487,0.0,35517.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,548.0,391.0,,,,,,,,New,NotFound,iOS 10.2.1,mobile safari 10.0,32.0,2048x1536,match_status:1,T,F,T,T,mobile,iOS Device
2990659,-5.0,70816.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,290.0,401.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2990684,-45.0,44544.0,,,25.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,NotFound,166.0,15.0,410.0,394.0,,,,,,,,Found,Found,Windows 8.1,chrome 58.0,24.0,2880x1620,match_status:2,T,F,T,T,desktop,Windows
2990727,-5.0,94439.0,,,0.0,0.0,,,0.0,0.0,96.43000030517578,NotFound,52.0,-300.0,New,NotFound,166.0,,529.0,600.0,,,,,,,,Found,Found,Windows 10,edge 15.0,24.0,2736x1824,match_status:2,T,F,T,T,desktop,Windows
2990733,-5.0,260025.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,
2990914,-5.0,254817.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,410.0,549.0,,,,,,,,Found,Found,Windows 10,edge 15.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
2991010,-5.0,39822.0,0.0,0.0,9.0,-48.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,201.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,Windows
2991092,-45.0,86124.0,0.0,0.0,0.0,-11.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,176.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2991106,-5.0,178096.0,0.0,0.0,1.0,-17.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,146.0,15.0,410.0,321.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2991205,-5.0,26230.0,,,0.0,0.0,,,0.0,0.0,97.12000274658205,NotFound,52.0,-360.0,New,NotFound,166.0,,492.0,521.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
2991237,0.0,32088.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,100.0,500.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,T,T,T,desktop,Trident/7.0
2991645,-5.0,152789.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,15.0,542.0,600.0,,,,,,,,Found,Found,Android 7.0,samsung browser 6.2,32.0,1280x720,match_status:2,T,F,T,F,mobile,SAMSUNG SM-J327T Build/NRD90M
2991720,-5.0,179781.0,,,1.0,-22.0,,,0.0,0.0,96.66999816894531,NotFound,52.0,,New,NotFound,225.0,15.0,266.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2991755,0.0,132707.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-420.0,Found,Found,166.0,,399.0,266.0,,,,,,,,Found,Found,Windows 8.1,ie 11.0 for desktop,24.0,1366x768,match_status:2,T,T,T,T,desktop,Trident/7.0
2991769,0.0,69967.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,15.0,215.0,391.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,T,T,mobile,iOS Device
2991792,-5.0,172708.0,,,0.0,-9.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,254.0,507.0,,,,,,,,New,NotFound,,chrome 61.0,,,,F,F,T,T,desktop,Windows
2991832,-5.0,227901.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,516.0,177.0,,,,,,,,New,NotFound,iOS 11.0.3,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
2991877,-5.0,262798.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,153.0,325.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2991954,-5.0,101562.0,,,21.0,-18.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,13.0,525.0,256.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2001x1125,match_status:1,T,F,F,T,mobile,iOS Device
2992080,0.0,157191.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-360.0,Found,Found,166.0,,144.0,299.0,,,,,,,,Found,Found,Android 5.1.1,chrome generic,32.0,1024x600,match_status:2,T,F,T,T,mobile,KFFOWI Build/LVY48F
2992082,0.0,91491.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-360.0,Found,Found,166.0,,312.0,611.0,,,,,,,,Found,Found,iOS 10.2.1,mobile safari 10.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
2992195,-5.0,268040.0,,,3.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,254.0,507.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2992207,-5.0,224734.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,621.0,500.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
2992252,0.0,315403.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,176.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,T,T,mobile,
2992285,-5.0,205773.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,529.0,549.0,,,,,,,,New,NotFound,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
2992294,-5.0,242186.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,315.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2992297,0.0,119004.0,0.0,0.0,0.0,-19.0,,,0.0,0.0,100.0,NotFound,,,Found,Found,225.0,15.0,417.0,507.0,,,,,,,,Found,Found,,chrome generic,,,,F,F,T,T,mobile,Moto G (5) Build/NPP25.137-72
2992350,-5.0,216237.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,325.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,
2992358,0.0,186822.0,,,1.0,-9.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,176.0,507.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-G935F Build/NRD90M
2992361,-25.0,116367.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,266.0,566.0,,,,,,,,New,NotFound,,mobile safari 10.0,,,,F,F,F,T,mobile,
2992406,0.0,51282.0,,,15.0,-100.0,,,,,100.0,NotFound,,-420.0,New,NotFound,166.0,15.0,667.0,222.0,,,,,,,,New,NotFound,Mac OS X 10_11_6,chrome 62.0,24.0,2880x1800,match_status:2,T,F,T,T,desktop,MacOS
2992413,-20.0,750469.0,,,0.0,0.0,,,0.0,0.0,95.08000183105469,NotFound,52.0,,New,NotFound,225.0,,266.0,507.0,,,,,,,,Found,Found,,firefox 56.0,,,,F,F,T,T,desktop,
2992608,0.0,167840.0,,,0.0,-28.0,,,,,100.0,NotFound,,,New,NotFound,225.0,12.0,417.0,507.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,LG-D680 Build/KOT49I
2992617,0.0,320437.0,0.0,0.0,0.0,-28.0,,,0.0,0.0,100.0,NotFound,43.0,,Found,Found,225.0,12.0,417.0,507.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,LG-D680 Build/KOT49I
2992673,-5.0,31820.0,0.0,0.0,1.0,-18.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,176.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2992708,0.0,135061.0,,,0.0,0.0,,,,,100.0,NotFound,20.0,,New,NotFound,225.0,,266.0,638.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,Moto Z2 Play Build/NPSS26.118-19-6
2992764,-20.0,570402.0,,,0.0,-1.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,176.0,507.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,T,mobile,
2992774,0.0,134974.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,,Found,Found,225.0,,427.0,325.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-T710 Build/NRD90M
2992777,-5.0,105449.0,,,11.0,-16.0,,,,,100.0,NotFound,49.0,,New,NotFound,225.0,,417.0,507.0,,,,,,,,New,NotFound,,chrome generic,,,,F,F,T,F,mobile,SAMSUNG
2992924,-5.0,292498.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,15.0,454.0,600.0,,,,,,,,Found,Found,Windows 8.1,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
2992958,-15.0,348304.0,,,0.0,0.0,,,,,100.0,NotFound,20.0,,New,NotFound,225.0,,153.0,401.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,
2992987,-20.0,30916.0,,,9.0,-8.0,,,0.0,0.0,95.0500030517578,NotFound,49.0,-300.0,Unknown,,166.0,15.0,410.0,600.0,,,,,,,,Found,Found,Mac OS X 10_13_1,chrome 62.0,24.0,1440x900,match_status:2,T,F,F,T,desktop,MacOS
2992997,-20.0,101805.0,,,18.0,-33.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,15.0,266.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
2993058,0.0,64950.0,,,0.0,0.0,,,,,100.0,NotFound,,-360.0,New,NotFound,166.0,,312.0,299.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,T,mobile,iOS Device
2993092,0.0,366954.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,266.0,563.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-J510MN Build/MMB29M
2993121,-40.0,193727.0,,,0.0,0.0,,,,,100.0,NotFound,20.0,,New,NotFound,225.0,,427.0,305.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,CAM-L03 Build/HUAWEICAM-L03
2993171,-5.0,80839.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,447.0,549.0,,,,,,,,Found,Found,Windows 10,edge 15.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
2993210,0.0,198802.0,,,0.0,0.0,,,,,100.0,NotFound,,-360.0,New,NotFound,166.0,,312.0,214.0,,,,,,,,New,NotFound,Android 6.0.1,chrome 62.0 for android,32.0,1280x720,match_status:2,T,F,T,T,mobile,LGLS676 Build/MXB48T
2993294,-5.0,45209.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,13.0,100.0,489.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
2993429,-5.0,87845.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,630.0,368.0,,,,,,,,Found,Found,Windows 7,firefox 57.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
2993450,-5.0,43471.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,100.0,549.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
2993690,-5.0,52604.0,,,0.0,0.0,,,0.0,0.0,95.5999984741211,NotFound,52.0,-300.0,New,NotFound,166.0,,529.0,256.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1280x1025,match_status:2,T,F,T,T,desktop,Windows
2994126,-5.0,37744.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2994199,-5.0,103587.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,18.0,312.0,161.0,,,,,,,,New,NotFound,Linux,chrome 61.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,
2994206,-25.0,187063.0,,,-7.0,-35.0,24.0,-49.0,,,100.0,Found,49.0,-480.0,New,NotFound,166.0,12.0,317.0,222.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,161.0,Found,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
2994418,-10.0,247877.0,,,0.0,0.0,,,,,100.0,NotFound,63.0,-300.0,New,NotFound,166.0,,529.0,178.0,,,,,,,,New,NotFound,Windows 7,,24.0,1600x900,match_status:2,T,F,F,T,desktop,Windows
2994471,-5.0,110872.0,,,5.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,352.0,489.0,,,,,,,,New,NotFound,iOS 10.3.3,mobile safari 10.0,32.0,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
2994552,0.0,25206.0,,,14.0,-4.0,,,,,100.0,NotFound,,-360.0,New,NotFound,166.0,13.0,410.0,299.0,,,,,,,,New,NotFound,iOS 11.2.0,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,T,mobile,iOS Device
2994595,-45.0,68376.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,,644.0,222.0,,,,,,,,New,NotFound,Windows 10,firefox generic,24.0,1920x1080,match_status:1,T,F,T,F,desktop,Windows
2994667,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994679,-5.0,161211.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,507.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2994730,-5.0,312282.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,542.0,107.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,2112x1188,match_status:2,T,F,T,F,desktop,Windows
2994759,-5.0,69207.0,,,6.0,0.0,,,,,100.0,NotFound,52.0,-420.0,New,NotFound,166.0,13.0,410.0,225.0,,,,,,,,New,NotFound,Windows 10,firefox 57.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
2994806,-5.0,25468.0,0.0,0.0,0.0,-11.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,,312.0,146.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
2995000,-5.0,102237.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-420.0,Found,NotFound,166.0,,341.0,225.0,,,,,,,,Found,NotFound,Mac OS X 10_12_6,safari generic,24.0,5120x2880,match_status:2,T,T,F,T,desktop,MacOS
2995041,-15.0,24715.0,0.0,0.0,,,0.0,0.0,0.0,0.0,100.0,Found,52.0,-360.0,Found,Found,,,,,755.0,14.0,IP_PROXY:ANONYMOUS,11.0,509.0,119.0,Found,Found,Found,Windows 10,chrome 61.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
